name,ACH-000159,ACH-000189,ACH-000234,ACH-000246,ACH-000250,ACH-000262,ACH-000272,ACH-000313,ACH-000317,ACH-000375,ACH-000385,ACH-000411,ACH-000433,ACH-000484,ACH-000495,ACH-000600,ACH-000649,ACH-000684,ACH-000709,ACH-000792,ACH-000907,ACH-001163,ACH-001194,ACH-001310,ACH-001398,ACH-001532,ACH-001687,ACH-001688,ACH-002150,ACH-002189,most_freq
NAA60,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE
NAA80,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE
NAAA,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE
NAALAD2,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE
NAALADL1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
NAALADL2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE
NAB1,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE
NAB2,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE
NABP1,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,aNE,aNE,NE
NABP2,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE
NACA,E,aE,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
NACA2,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE
NACAD,aNE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,NE
NACC1,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE
NACC2,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE
NADK,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
NADK2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE
NADSYN1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE
NAE1,aE,aE,aNE,aE,aE,aE,E,aE,aNE,aNE,aNE,aE,aNE,aE,aE,aNE,aE,aNE,aNE,aE,aNE,aE,aE,aE,aNE,E,aE,aNE,aE,aNE,aE
NAF1,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NAGA,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,NE,aNE
NAGK,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE
NAGLU,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NAGPA,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NAGS,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE
NAIF1,NE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NAIP,aE,aE,aE,aNE,aNE,aE,aE,aNE,aE,aNE,aE,aNE,aE,aE,aE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aE,aE,aNE,aE,aE,aNE,aE,aE
NALCN,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE
NALF1,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE
NALF2,aNE,NE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
NAMPT,aE,aNE,aNE,aNE,aNE,aNE,E,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NANOGNB,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
NANOS1,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NANOS2,aNE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,NE
NANOS3,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NANP,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
NANS,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,NE,aNE
NAP1L1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
NAP1L2,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE
NAP1L3,aNE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE
NAP1L4,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE
NAP1L5,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
NAPA,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
NAPB,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE
NAPEPLD,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,NE,NE
NAPG,aNE,aE,aE,aE,aE,aE,E,E,aE,aE,aNE,aE,aNE,aE,aE,aNE,E,aNE,aE,E,E,aE,E,aNE,aE,aNE,aE,E,aE,aE,aE
NAPRT,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE
NAPSA,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE
NARF,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE
NARS1,E,E,E,E,E,E,E,E,aE,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
NARS2,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aE,aNE,aNE,aE,aNE,aNE,aNE,aNE
NASP,aE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aE,aNE,aNE,aE,aE,aE,aE,aE,aE,aNE,aE,aNE,aE,aNE,aE,aE,aE,aE,aNE,aE,aE
NAT1,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,aNE,NE,NE,NE,aNE,NE
NAT10,E,aE,aE,aE,E,E,E,aE,aE,E,aE,E,E,aE,E,E,E,aE,E,E,E,aE,E,E,aE,aE,E,E,E,E,E
NAT14,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE
NAT16,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE
NAT2,aNE,aNE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE
NAT8,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE
NAT8L,aNE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,NE
NAT9,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE
NAV1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NAV2,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NAV3,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NAXD,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE
NAXE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE
NBAS,aE,aE,aNE,aNE,aE,aE,aE,E,aNE,aE,aNE,aE,aNE,aNE,aE,aE,aE,aE,aE,E,aNE,aNE,E,aE,aE,aE,E,aE,aNE,aE,aE
NBEA,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE
NBEAL1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NBEAL2,NE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE
NBL1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
NBN,NE,NE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE
NBPF3,aNE,aE,aE,aE,aNE,aE,aNE,aE,aNE,aE,aNE,aNE,aE,aNE,aE,aE,aE,E,aNE,aNE,aE,aE,aE,aNE,aNE,aE,aNE,aNE,aNE,aE,aE
NBR1,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE
NCALD,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE
NCAM2,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,NE
NCAN,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE
NCAPD2,E,E,E,E,aE,E,E,aE,E,E,E,E,E,E,aE,E,aE,E,E,E,E,E,E,E,E,aE,E,E,aE,E,E
NCAPD3,E,aE,aE,aE,aE,aE,E,E,E,aE,E,aE,aE,aE,aE,aE,aE,E,aE,aE,E,aNE,aE,E,aE,E,aE,aE,E,E,aE
NCAPG,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
NCAPG2,E,E,E,E,aE,aE,E,E,E,aE,E,aE,E,E,aE,aE,aE,E,aE,aNE,E,aE,aE,E,E,E,E,E,aE,E,E
NCAPH,E,E,aE,E,E,aE,aE,E,aNE,aNE,aE,aE,aE,E,E,E,aE,aE,E,aE,E,E,E,aE,aE,aE,aE,aE,E,E,aE
NCAPH2,aE,aE,aE,E,aE,aE,E,E,aE,aE,aE,aE,aE,E,aE,aE,aNE,aE,aE,aNE,E,aE,E,aE,aE,E,E,aE,E,E,aE
NCBP1,E,aE,aE,E,E,aE,E,E,aE,aE,aE,E,aE,E,E,E,E,aE,E,E,E,E,E,E,E,aE,E,E,E,E,E
NCBP2,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
NCBP3,NE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE
NCCRP1,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE
NCDN,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE
NCEH1,aNE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,aNE,aNE
NCF1,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NCF2,aNE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,NE,NE
NCF4,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE
NCK1,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NCK2,aNE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE
NCKAP1,aNE,aE,aE,aNE,aNE,aE,aE,aE,aNE,aNE,aNE,aE,aNE,aNE,aE,aE,aNE,aE,aE,aNE,E,aNE,aE,aNE,aNE,aNE,aNE,E,aNE,aE,aNE
NCKAP1L,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE
NCKAP5,NE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE
NCKAP5L,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE
NCKIPSD,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE
NCL,aE,E,aE,aE,E,aE,aE,aE,aNE,aNE,aE,aE,aE,aE,E,E,aNE,aE,aE,aE,E,aE,aE,aE,aE,aE,E,E,aE,aE,aE
NCLN,aNE,aE,aNE,aNE,aNE,aE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NCMAP,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE
NCOA1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
NCOA2,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE
NCOA3,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE
NCOA4,aE,aE,aE,aE,aE,aE,aE,aE,aNE,aE,aNE,aE,aE,aE,E,aE,E,E,aE,aNE,aNE,aE,aE,aE,aNE,aE,aE,aE,aNE,aNE,aE
NCOA5,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE
NCOA6,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aE,aNE,NE,aE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE
NCOA7,NE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,NE
NCOR1,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
NCOR2,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE
NCR1,aNE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE
NCR2,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NCR3,NE,NE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE
NCR3LG1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
NCS1,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE
NCSTN,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE
NDC1,aE,aNE,aE,aNE,aNE,E,aE,aE,aE,aE,aE,aNE,aE,aNE,aE,aNE,aNE,aE,aNE,aNE,aE,aNE,aNE,aE,aNE,aE,aNE,aE,aE,aNE,aE
NDC80,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
NDE1,aNE,NE,aE,aNE,aE,aE,aNE,aE,aNE,aNE,aE,aNE,aNE,aE,aNE,aNE,aE,aE,aNE,aNE,aE,aNE,E,aNE,aE,aNE,aE,aE,aNE,aNE,aNE
NDEL1,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE
NDFIP1,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE
NDFIP2,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE
